scenario,building,city,climate_type,decade,score_family,year_start,year_end,n_years,family_score_mean,family_score_sd,max_breached_component_count,component_metrics,interpretation_note
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,habitability,2085,2094,10,1.5726167417606818,0.821694423894105,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,operational_adequacy,2085,2094,10,0.8657553920620462,1.4207486989486735,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,energy_burden_secondary,2095,2100,6,6.718624118156615,1.1096042562462587,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,habitability,2095,2100,6,1.7151481133307867,0.9822958149480604,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,operational_adequacy,2095,2100,6,2.4319696854765387,0.9606821930753806,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2025-2034,energy_burden_secondary,2025,2034,10,0.0,1.0540925533894598,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2025-2034,habitability,2025,2034,10,0.0,0.0,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2025-2034,operational_adequacy,2025,2034,10,2.7200464103316337e-16,0.3566358516620248,1,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2035-2044,energy_burden_secondary,2035,2044,10,1.0245403452680955,0.7466326467018606,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2035-2044,habitability,2035,2044,10,0.0,0.0,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2035-2044,operational_adequacy,2035,2044,10,0.3104547382016304,0.5260050343357203,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2045-2054,energy_burden_secondary,2045,2054,10,1.4605959090842842,0.6700335335090147,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2045-2054,habitability,2045,2054,10,0.0,0.0,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2045-2054,operational_adequacy,2045,2054,10,0.8564643678472248,0.9189720618454241,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2055-2064,energy_burden_secondary,2055,2064,10,2.2318239313249064,0.8787389515341315,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2055-2064,habitability,2055,2064,10,0.2829502554091774,0.6695820831200207,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2055-2064,operational_adequacy,2055,2064,10,1.3376927295388856,1.1170287470592506,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2065-2074,energy_burden_secondary,2065,2074,10,3.166894953198123,1.2574184282917933,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2065-2074,habitability,2065,2074,10,0.5544119968771248,1.3394416162302576,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2065-2074,operational_adequacy,2065,2074,10,1.1574977596976654,1.1186390779366366,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2075-2084,energy_burden_secondary,2075,2084,10,3.2490005462724354,1.102970574302998,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2075-2084,habitability,2075,2084,10,0.11294409226108437,0.3571605798052234,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2075-2084,operational_adequacy,2075,2084,10,0.7713475151969169,1.0757994030495677,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2085-2094,energy_burden_secondary,2085,2094,10,5.17768424606737,0.9363793421777953,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2085-2094,habitability,2085,2094,10,1.2029660824028916,1.5918215062815322,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2085-2094,operational_adequacy,2085,2094,10,2.741900808951482,1.1907583385651843,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2095-2100,energy_burden_secondary,2095,2100,6,5.4971065035283715,1.019642438355685,0,annual_cooling_electricity_kwh,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2095-2100,habitability,2095,2100,6,1.1057744353029995,1.698067368059225,0,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,
CORDEX_CMIP5_REMO2015_rcp85,office,Vancouver,Cfb,2095-2100,operational_adequacy,2095,2100,6,2.330600768906646,1.2809662965110442,0,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,
