scenario,building,city,climate_type,decade,metric,label,role,family,subfamily,unit,analysis_tier,failure_relevant,year_start,year_end,n_years,metric_value_mean,metric_value_sd,delta_abs_mean,delta_log_mean,delta_std_mean,breach_frequency_pct
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2025-2034,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2025,2034,10,26.865289443329708,0.07640211258712457,0.0,-3.642276517368259e-06,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2025-2034,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2025,2034,10,29.132600000000004,0.35550443347759025,0.0,-6.716070815544483e-05,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2035,2044,10,220977.77777779545,5596.248958056971,9794.13580246993,0.04504205551088312,1.7772446446577213,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2035,2044,10,508.62120999999996,33.848949346355084,61.764890000000015,0.1273724422179856,0.5077167912029789,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2035,2044,10,1895.227,47.28650196174145,22.39800000000007,0.011605905485594281,0.5128252795394184,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2035,2044,10,163.3333333333464,106.85361703401928,-51.4814814814856,-0.4608054228846118,-0.558688170385408,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2035,2044,10,25.93350019025874,0.30137333272337,0.7629080143387619,0.029798470008119304,0.7199049218806634,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2035,2044,10,2931.83,95.41700454088648,133.14399999999983,0.04600024381955592,1.861825139254781,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2035,2044,10,87.633317,3.8021734655736346,2.2525914444444424,0.02521912822142731,1.0603837702072814,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2035,2044,10,980.2999999999199,52.697295360111816,155.34999999997734,0.17123115632254846,0.7327988232829432,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2035,2044,10,1.1,0.7378647873726218,-0.09999999999999995,-2.737479697552099,-0.16666666666666655,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2035,2044,10,36.089999999999996,22.485009821360247,-9.800999999999998,-0.40827153921392617,-0.5097555379457044,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2035,2044,10,19.920316,5.970163270016063,-4.491804000000001,-0.2448466312995424,-0.483014052032914,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2035,2044,10,3.467,2.640151721229504,-1.7552222222222222,-0.6988097817698078,-0.6210438657021666,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2035,2044,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2035,2044,10,51.07125728130531,0.13546742341272167,-0.12291009902020278,-0.002406915654453812,-0.45739536036748485,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2035,2044,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2035,2044,10,6.80166,0.9695255118985894,-0.78613,-0.11884795790909801,-0.5839920367654599,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2035,2044,10,0.89094,0.05691131892885828,0.02564000000000004,0.027317560529431677,0.35377735396839316,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2035,2044,10,28.43865404080963,0.4645593905527876,0.5899916615262238,0.020844378523745412,0.42019802579203136,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2035,2044,10,1234.4,42.86270069782252,1.030000000000109,0.0002971466524429367,0.026142232179767477,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2035,2044,10,26.890942081957945,0.056917812018125,0.025652638628236347,0.0009523886332607034,0.3539202574009931,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2035-2044,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2035,2044,10,29.56888,0.41152015152494265,0.4362799999999993,0.014776976917616081,1.2935970859607928,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2045,2054,10,230399.4444444629,6688.368201915666,19215.80246913734,0.08670936888425321,3.4869010109562253,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2045,2054,10,511.23733000000004,31.76860436213539,64.38101000000003,0.13287420993559546,0.5292216955556288,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2045,2054,10,1929.887,41.5261789049323,57.058000000000035,0.029803173460706933,1.3064016787195312,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2045,2054,10,169.444444444458,77.65643091208678,-45.370370370374005,-0.33469799372118053,-0.49236907102311134,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2045,2054,10,26.21365553652967,0.2566955321726044,1.0430633606096908,0.04056112281891129,0.9842686575879499,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2045,2054,10,3039.678,88.03801259809437,240.9919999999998,0.08222713574999636,3.3699225196725977,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2045,2054,10,89.411229,4.008072153898237,4.030503444444442,0.04524459504527174,1.8973171760880496,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2045,2054,10,1069.1999999999366,78.67897737950567,244.24999999999403,0.25691233207297237,1.1521474900990059,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2045,2054,10,0.8,0.4216370213557839,-0.39999999999999997,-2.9454237017201956,-0.6666666666666664,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2045,2054,10,41.656,15.161148593251985,-4.234999999999998,-0.16290169682009165,-0.2202647386185142,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2045,2054,10,20.485689999999998,8.196669084357785,-3.9264300000000008,-0.2496310987782787,-0.42221808082534196,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2045,2054,10,4.032,2.3952072515291403,-1.1902222222222223,-0.49058345737578624,-0.4211319800849281,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2045,2054,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2045,2054,10,51.06978866978492,0.21555598941357157,-0.12437871054059357,-0.002440508719626111,-0.46286062401110595,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2045,2054,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2045,2054,10,8.17307,2.2436400018471963,0.58528,0.036402492523240015,0.4347866883061178,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2045,2054,10,0.88956,0.07860041277810753,0.02426000000000005,0.023780549150863445,0.33473629513546116,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2045,2054,10,28.98576145989366,0.5267966770820313,1.1370990806102519,0.039872496814925815,0.8098534605833988,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2045,2054,10,1259.6200000000001,72.30412313431522,26.250000000000114,0.019604297548816697,0.6662462084648801,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2045,2054,10,26.88956783125277,0.078605326447501,0.024278387923061827,0.000899443703976166,0.334960213159248,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045-2054,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2045,2054,10,29.9394,0.17881723754841042,0.8067999999999994,0.02730148181274399,2.392211719430569,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2055,2064,10,236930.5555555745,7730.17099117616,25746.913580248984,0.11456482934562348,4.672036941270823,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2055,2064,10,527.88654,15.445075837172185,81.03022000000001,0.16625686882233684,0.6660807343601105,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2055,2064,10,1900.2459999999999,35.76078833334387,27.41700000000005,0.01437643667665105,0.6277404540196543,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2055,2064,10,189.7222222222374,79.89887727527922,-25.0925925925946,-0.19824767425469272,-0.27231024132094517,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2055,2064,10,26.49493968797564,0.2561731769811909,1.3243475120556625,0.051235375976423206,1.2496975707295856,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2055,2064,10,3139.534,91.5187362966369,340.84799999999984,0.11454277003317621,4.766263407023329,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2055,2064,10,91.56437600000001,2.5392200385253947,6.183650444444443,0.06957997532240894,2.910888518242195,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2055,2064,10,1142.5999999999608,78.28166933000333,317.65000000001817,0.3236543261334074,1.49838137248712,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2055,2064,10,0.8,0.4216370213557839,-0.39999999999999997,-2.9454237017201956,-0.6666666666666664,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2055,2064,10,38.875,15.284997183149523,-7.015999999999998,-0.23169488183044887,-0.36490611715407223,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2055,2064,10,26.953208,12.85092657561037,2.5410879999999985,0.003319192891477174,0.27324905794024235,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2055,2064,10,5.017,3.1736661240065356,-0.20522222222222233,-0.4296391743663424,-0.07261302905310515,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2055,2064,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2055,2064,10,51.07447684716366,0.14635323320716545,-0.11969053316185381,-0.002344398798924141,-0.4454141277613316,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2055,2064,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2055,2064,10,7.89079,1.793217911682175,0.30299999999999994,0.011148421161193967,0.22508947265711057,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2055,2064,10,0.8307499999999999,0.07670731168973834,-0.034549999999999956,-0.044570351123881614,-0.4767163642592805,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2055,2064,10,29.090884906844725,0.4378508925225306,1.242222527561316,0.04353903196083024,0.8847234422353802,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2055,2064,10,1245.01,58.761201296244565,11.640000000000123,0.008395044577276157,0.2954326044392859,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2055,2064,10,26.830748148080307,0.0767091170828448,-0.03454129524940548,-0.0012902265071506492,-0.476553865775708,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055-2064,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2055,2064,10,30.329700000000003,0.23475276829512112,1.1971,0.04024268609257024,3.549475271852176,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2065,2074,10,253066.38888890916,6368.81648926575,41882.74691358361,0.18064233599293153,7.600046513235971,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2065,2074,10,540.95465,64.80654792399456,94.09833,0.18427888328895578,0.7735025864234358,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2065,2074,10,1894.6259999999997,59.4576828415713,21.797000000000004,0.011127576269737639,0.49906476552016554,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2065,2074,10,106.94444444445301,74.60745465977391,-107.870370370379,-1.0118746403528054,-1.1706325872284178,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2065,2074,10,27.129814592846238,0.30947865951850456,1.9592224169262593,0.07489863097653901,1.8487862684554848,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2065,2074,10,3354.124,101.6276260778645,555.4379999999999,0.1806322050744127,7.766992366891472,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2065,2074,10,93.589112,2.378484784810137,8.208386444444441,0.09150563930008984,3.8640117304649615,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2065,2074,10,1308.5333333333697,71.19664127190036,483.58333333342705,0.4600343304831437,2.2811026561057623,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2065,2074,10,0.7,0.674948557710553,-0.5,-5.639211345256919,-0.833333333333333,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2065,2074,10,21.698,14.74090363580198,-24.192999999999998,-1.0011228019029588,-1.258291575300523,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2065,2074,10,15.822576999999999,8.033806636368382,-8.589543000000003,-0.5399040832060301,-0.9236533850410552,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2065,2074,10,2.367,2.691501233306217,-2.8552222222222223,-6.4966506442530845,-1.0102528465498877,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2065,2074,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2065,2074,10,51.01282059961654,0.20301455960195175,-0.18134678070897153,-0.0035557556170536576,-0.6748605425842935,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2065,2074,10,0.5,0.7071067811865476,0.5,5.5955192912415415,0.13653615033220579,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2065,2074,10,6.78091,1.8566072662251434,-0.8068799999999999,-0.15012303350279688,-0.5994065798599649,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2065,2074,10,0.86272,0.11471482322118039,-0.00257999999999996,-0.011818879444179742,-0.03559850129635098,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2065,2074,10,29.716887876392093,0.4819467917933561,1.8682254971086845,0.06481263467984748,1.3305690856522603,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2065,2074,10,1227.95,29.481905938690204,-5.419999999999914,-0.004663235618411044,-0.13756397904303153,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2065,2074,10,26.862715829970302,0.11470896012379002,-0.002573613359408711,-0.00010403035563806284,-0.03550722075077188,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065-2074,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2065,2074,10,30.72334,0.3211575978653891,1.5907400000000003,0.053115749226875585,4.7166421301028585,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2075,2084,10,260581.94444446528,6821.4299930596,49398.30246913976,0.20988084578454913,8.963819809025,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2075,2084,10,528.52045,28.880462604991894,81.66413000000001,0.1665230781198664,0.6712915709877072,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2075,2084,10,1878.453,61.95156603706193,5.624000000000024,0.0025193846655050755,0.12876727261941653,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2075,2084,10,100.55555555556359,36.18937388092275,-114.2592592592684,-0.825602599499863,-1.2399661911071824,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2075,2084,10,27.368596936834166,0.24558967316769117,2.1980047609141864,0.08368375845360428,2.074109087804948,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2075,2084,10,3439.136,90.06398431732367,640.4499999999998,0.20576275327024424,8.955761509611591,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2075,2084,10,96.957361,2.0433636856606476,11.576635444444445,0.12695206342458903,5.449579580518561,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2075,2084,10,1356.7666666667249,74.02665519268945,531.8166666667822,0.49620011822652776,2.5086232863581075,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2075,2084,10,0.7,0.6749485577105528,-0.5,-5.639211345256919,-0.833333333333333,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2075,2084,10,19.587,6.9063047685108385,-26.303999999999995,-0.9246921750608642,-1.36808587594366,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2075,2084,10,16.096984,3.9847795967522894,-8.315136,-0.44727573081840666,-0.8941457669490378,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2075,2084,10,2.166,1.485112790329408,-3.0562222222222224,-1.0989832350536537,-1.081371942141153,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2075,2084,10,2.6,3.687817782917155,2.6,6.242908084488034,0.3038450605441979,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2075,2084,10,51.12551291375654,0.43490944709476426,-0.06865446656897518,-0.0013741391147836346,-0.25548945715186705,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2075,2084,10,2.4,1.7126976771553504,2.4,13.179431955437426,0.6553735215945877,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2075,2084,10,7.79051,2.378815113291115,0.20271999999999987,-0.018554754442522192,0.15059451451171427,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075-2084,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2075,2084,10,0.8871600000000001,0.08584149734636896,0.021860000000000036,0.020188897489140982,0.3016214102086223,0.0
