scenario,building,city,climate_type,decade,metric,label,role,family,subfamily,unit,analysis_tier,failure_relevant,year_start,year_end,n_years,metric_value_mean,metric_value_sd,delta_abs_mean,delta_log_mean,delta_std_mean,breach_frequency_pct
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2035,2044,10,16.0,2.449489742783178,-0.5,-0.04115795883607012,-0.1662056238286334,50.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2035,2044,10,449.57399999999996,84.94452257535828,-54.900999999999975,-0.13074088615808135,-0.6966206223511602,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2035,2044,10,129.46823899999998,49.943944990170166,-51.49243700000001,-0.3967922559546192,-1.6604076935371122,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2035,2044,10,18.417,12.170197706784482,-0.5989999999999981,-0.3557214767520906,-0.0552704713133638,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2035,2044,10,142.9,10.846914563854348,3.0999999999999885,0.0192646304723997,0.310996787138236,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2035,2044,10,80.22111307560746,17.675104125267545,-8.995441943843627,-0.12841979931827074,-0.5393112424189013,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2035,2044,10,96.8,21.998989875800106,27.6,0.3101128855283193,1.8168907627267377,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2035,2044,10,15.477920000000001,1.7744768316949713,-0.5284699999999993,-0.039769146774245145,-0.5028696527403063,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2035,2044,10,0.9800800000000001,0.02004903987726091,-0.00028999999999996807,-0.00048352642661369795,-0.011388988877459002,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2035,2044,10,26.70367006603009,0.5450684999951348,0.4435989457654902,0.016564876909549265,0.7551069021928215,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2035,2044,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2035,2044,10,26.98007946370072,0.020054047028504173,-0.0002939482917913239,-1.1143534908431007e-05,-0.011542608539342449,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035-2044,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2035,2044,10,35.732279999999996,0.9894441478819175,0.5189899999999987,0.014284048049460906,0.710400182811163,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2045,2054,10,101477.7777777859,5344.674316814506,8220.277777778447,0.08322029998698958,1.3030194586360817,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2045,2054,10,318.92161,48.42181658548942,-19.09779000000002,-0.06811093262215522,-0.46200089512797576,60.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2045,2054,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2045,2054,10,5845.277777778246,2354.4007950150326,-3518.333333333615,-0.5649100110119527,-1.5373237588425508,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2045,2054,10,25.818584094368397,0.5666347667076668,0.8525705859970799,0.033361243361817026,1.4231720285449543,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2045,2054,10,3250.564,146.78348705188566,203.49600000000024,0.06372169435701602,1.292409127656801,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2045,2054,10,74.27870800000001,4.006212127242162,2.2501339999999943,0.0294181055007658,0.40795058344552826,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2045,2054,10,61.96666666666662,19.925447467751532,24.416666666666686,0.4460598901068903,1.6381849961814456,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2045,2054,10,15.6,2.2211108331943574,-0.9,-0.06485910173810341,-0.2991701228915401,40.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2045,2054,10,396.799,81.61296294775183,-107.67599999999997,-0.26003279651696787,-1.3662651341921555,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2045,2054,10,115.803888,52.23532267524955,-65.156788,-0.5543496260421239,-2.1010237305600157,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2045,2054,10,10.933,9.90981337418173,-8.082999999999998,-3.910502217972192,-0.7458284133988661,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2045,2054,10,143.8,9.114091653404998,3.9999999999999885,0.026365748848885585,0.4012861769525629,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2045,2054,10,84.59449773700541,14.171806161185007,-4.6220572824456765,-0.0666506511839895,-0.27711005986016085,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2045,2054,10,85.1,21.895966142952755,15.899999999999997,0.17291516976263233,1.0466870698317075,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2045,2054,10,16.11749,1.045082878637968,0.11110000000000024,0.004926203901055137,0.10571805101415069,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2045,2054,10,0.9858800000000001,0.02335307736085806,0.005510000000000026,0.005352004338733202,0.21639078867174585,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2045,2054,10,26.813222225518267,0.6588447282532044,0.5531511052536693,0.020575241677012544,0.9415897434378611,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2045,2054,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2045,2054,10,26.985862083674768,0.02335815529546552,0.005488671682255486,0.00020307417148437423,0.21552630308947185,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045-2054,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2045,2054,10,36.107960000000006,0.9223182244275067,0.8946699999999993,0.024793317540534775,1.224635795594644,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2055,2064,10,113132.22222223126,6804.753568266522,19874.722222223812,0.19153697397636016,3.150398379547626,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2055,2064,10,314.19052,52.367261878790046,-23.82888000000002,-0.08535637641676672,-0.5764522434217317,50.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2055,2064,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2055,2064,10,5103.611111111519,1400.396187572526,-4260.000000000341,-0.642018728085859,-1.8613924810997442,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2055,2064,10,26.837050989345517,0.49082801324334374,1.8710374809741985,0.07211670506098913,3.123270085804733,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2055,2064,10,3558.299,157.4032821520003,511.23100000000034,0.1542110407648803,3.246843233975673,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2055,2064,10,75.693419,4.8169639148706045,3.6648449999999952,0.047754653078522044,0.664438498323846,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2055,2064,10,82.63333333333368,30.343079427372448,45.083333333333755,0.7151003365256339,3.024771614109794,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2055,2064,10,15.0,3.3333333333333335,-1.5,-0.12165750003301157,-0.4986168714859002,40.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2055,2064,10,332.79499999999996,60.35749870562894,-171.67999999999998,-0.43147389359771005,-2.1783907113758803,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2055,2064,10,132.636346,50.09565027168398,-48.32433000000001,-0.3751138350530244,-1.558249987605486,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2055,2064,10,7.1659999999999995,4.681234879815368,-11.849999999999998,-1.1938115701216743,-1.0934141653812401,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2055,2064,10,159.0,10.424330514074594,19.19999999999999,0.1267518733561066,1.9261736493723063,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2055,2064,10,77.16983097471172,15.867233017754884,-12.046724044739374,-0.16400779999249507,-0.7222473061584782,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2055,2064,10,101.8,30.640568605109866,32.6,0.34494880076308815,2.146037640032306,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2055,2064,10,16.05042,0.8770743726224767,0.044030000000000416,0.0013766224969834263,0.04189708178355615,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2055,2064,10,0.9727,0.019763715350218064,-0.007669999999999966,-0.008040618994840739,-0.3012191196211026,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2055,2064,10,27.159463158365945,0.564516967290696,0.8993920381013488,0.03348098418195371,1.530971031898316,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2055,2064,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2055,2064,10,26.972713849099687,0.019770472468102908,-0.007659562892824212,-0.0002841759624615303,-0.3007717293254671,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055-2064,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2055,2064,10,36.75363,1.1212511157432825,1.5403399999999983,0.04239015144492782,2.108437190680646,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2065,2074,10,115175.00000000923,6513.390106993277,21917.500000001757,0.20965269466902772,3.4742048573906885,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2065,2074,10,303.58669,63.29293238596497,-34.43271000000003,-0.12783129917388197,-0.8329729692117255,50.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2065,2074,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2065,2074,10,3982.2222222225414,2258.5492205439023,-5381.38888888932,-0.9663570947544666,-2.3513795341904893,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2065,2074,10,27.12468302891933,0.6667829514412399,2.158669520548014,0.08265448418525811,3.6034061354856584,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2065,2074,10,3621.53,179.82865400152468,574.4620000000002,0.17159901914470693,3.6484251891534996,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2065,2074,10,80.080174,5.053539873822659,8.051599999999993,0.10422125620815618,1.4597596932760544,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2065,2074,10,92.3000000000005,18.95735955985158,54.75000000000057,0.8756335661233322,3.673336322495632,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2065,2074,10,14.4,3.4383458555273667,-2.1,-0.16133300137818107,-0.6980636200802603,40.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2065,2074,10,291.017,81.74403465153352,-213.45799999999994,-0.582871642797349,-2.708497929105735,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2065,2074,10,114.549963,49.99998970475562,-66.41071300000002,-0.5432160205067572,-2.1414573716618834,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2065,2074,10,6.25,6.074248010156393,-12.765999999999998,-4.342821021442662,-1.177934619009022,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2065,2074,10,157.8,12.172829489390615,17.99999999999999,0.11842400183850357,1.805787796286537,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2065,2074,10,80.35618533287035,15.540970688800888,-8.86036968658074,-0.12169427129669064,-0.5312131425883947,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2065,2074,10,103.5,32.68451893141122,34.3,0.3490533664570904,2.257947578316199,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2065,2074,10,15.66979,1.486134902991276,-0.33659999999999995,-0.025620656046153954,-0.3202942931715845,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2065,2074,10,0.97455,0.01166221343580292,-0.005819999999999969,-0.0060187319427485505,-0.22856522505799423,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2065,2074,10,27.705736533580172,0.9133612515252306,1.4456654133155715,0.05311192919167831,2.4608533051679533,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2065,2074,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2065,2074,10,26.974543473793176,0.011655464398684276,-0.005829938199333284,-0.0002161880684482753,-0.22892697907302298,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2065-2074,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2065,2074,10,37.033409999999996,0.768446163009776,1.8201199999999993,0.050203011450214594,2.4914036508184294,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2075,2084,10,125941.11111112118,3945.756345910364,32683.611111113736,0.300012395992281,5.180771551467572,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2075,2084,10,277.76446999999996,41.508349582090126,-60.25493000000002,-0.20644135224406837,-1.4576467536753468,40.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2075,2084,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2075,2084,10,2783.055555555778,1437.6546556038693,-6580.555555556083,-1.333012292950944,-2.8753513221995917,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2075,2084,10,27.849371194824965,0.37173711491921496,2.8833576864536528,0.10921521367792639,4.813107647681603,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2075,2084,10,3851.125,111.57682378323715,804.0570000000001,0.23381802281741387,5.106589839389194,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2075,2084,10,87.697456,4.970084295455943,15.668881999999993,0.19542601616835525,2.8407772843035795,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2075,2084,10,134.98333333333386,23.258537527136202,97.43333333333393,1.2661646718749986,6.537084974523401,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2075,2084,10,13.5,2.9154759474226504,-3.0,-0.22174435293037953,-0.9972337429718005,30.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2075,2084,10,256.122,48.80477248976556,-248.35299999999998,-0.6964949418703573,-3.151269037408748,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2075,2084,10,84.392126,38.54971160957013,-96.56855,-0.8354959862783282,-3.1139167752678567,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2075,2084,10,2.2329999999999997,5.380353251517145,-16.782999999999998,-10.829221576446098,-1.548588180387625,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2075,2084,10,166.6,7.214183560490013,26.79999999999999,0.1745340770749924,2.688617385582178,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2075,2084,10,78.93540924751531,14.815632907506862,-10.281145771935794,-0.1388269679509885,-0.6163941176394652,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2075,2084,10,110.9,27.694564248041328,41.7,0.4403458703977646,2.7450849567284408,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2075,2084,10,15.086400000000001,1.5882328019951402,-0.9199899999999994,-0.06443492592017148,-0.8754234901215862,100.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2075,2084,10,0.9763999999999999,0.031416839079986617,-0.003969999999999985,-0.0045232615899996045,-0.1559113304948863,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2075,2084,10,27.661782553151944,0.7975384838122026,1.4017114328873455,0.051627619344050094,2.3860335737032448,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2075,2084,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2075,2084,10,26.97639916424732,0.03140592000544354,-0.003974247745190595,-0.00014792215260799323,-0.15605869209699386,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2075-2084,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2075,2084,10,38.25954,0.8863950125210669,3.0462499999999992,0.08272661880009125,4.169746154817068,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2085-2094,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2085,2094,10,136231.94444445535,8320.838085831761,42974.44444444789,0.37731370324289915,6.812000621994076,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2085-2094,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2085,2094,10,277.30237,31.017021926643586,-60.71703000000002,-0.2034612934799382,-1.4688255661787117,30.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2085-2094,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2085,2094,10,0.0,0.0,0.0,0.0,,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2085-2094,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2085,2094,10,2759.722222222443,1826.5016042768136,-6603.888888889417,-1.4517845967241847,-2.885546742675099,0.0
