scenario,building,city,climate_type,year,decade,score_family,family_score,component_count,component_metrics,breached_component_count,breached_component_metrics,interpretation_note
CORDEX_CMIP5_REMO2015_rcp85,office,Montreal,Dfb,2100,2095-2100,habitability,2.2524343536847793,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Montreal,Dfb,2100,2095-2100,operational_adequacy,0.8879302884694819,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2025,2025-2034,energy_burden_secondary,-0.15926135849311157,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2025,2025-2034,habitability,-0.5755008339390687,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2025,2025-2034,operational_adequacy,0.665228940703485,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2026,2025-2034,energy_burden_secondary,-0.20109113194305991,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2026,2025-2034,habitability,0.41034224705801164,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2026,2025-2034,operational_adequacy,0.8128292173019179,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2027,2025-2034,energy_burden_secondary,1.632373885378821,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2027,2025-2034,habitability,-0.8609036656117088,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2027,2025-2034,operational_adequacy,0.4236927877179943,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2028,2025-2034,energy_burden_secondary,-0.3146919903650193,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2028,2025-2034,habitability,0.6096538280408782,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2028,2025-2034,operational_adequacy,-0.9820033696946986,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2029,2025-2034,energy_burden_secondary,-0.46527917478482966,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2029,2025-2034,habitability,0.3767150748636994,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2029,2025-2034,operational_adequacy,-0.451470221974059,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2030,2025-2034,energy_burden_secondary,-0.43269598283434635,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2030,2025-2034,habitability,1.012360341842424,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2030,2025-2034,operational_adequacy,-0.7401014398234965,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2031,2025-2034,energy_burden_secondary,1.5777750231915206,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2031,2025-2034,habitability,0.6644739375374337,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2031,2025-2034,operational_adequacy,0.3404012644324923,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2032,2025-2034,energy_burden_secondary,-0.3499170627439232,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2032,2025-2034,habitability,-1.3154910632950747,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2032,2025-2034,operational_adequacy,0.14141941510616782,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2033,2025-2034,energy_burden_secondary,-1.9332840661755923,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2033,2025-2034,habitability,0.41606643509217184,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2033,2025-2034,operational_adequacy,-0.6589022221100668,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2034,2025-2034,energy_burden_secondary,0.6460718587695475,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2034,2025-2034,habitability,-0.7377163015887649,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2034,2025-2034,operational_adequacy,0.4489056283402603,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035,2035-2044,energy_burden_secondary,1.4245459583432942,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035,2035-2044,habitability,-1.3572197636823802,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2035,2035-2044,operational_adequacy,-0.27038414560075164,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2036,2035-2044,energy_burden_secondary,1.5491546518836634,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2036,2035-2044,habitability,0.6924115280229391,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2036,2035-2044,operational_adequacy,0.9829355773591839,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2037,2035-2044,energy_burden_secondary,0.0824707007071065,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2037,2035-2044,habitability,-1.5188922875735817,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2037,2035-2044,operational_adequacy,1.5317705914118864,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2038,2035-2044,energy_burden_secondary,1.9203388520763482,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2038,2035-2044,habitability,-0.9301602234878252,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2038,2035-2044,operational_adequacy,0.48671043390965135,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2039,2035-2044,energy_burden_secondary,1.7028240301366264,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2039,2035-2044,habitability,0.022654101369043195,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2039,2035-2044,operational_adequacy,0.8004773489459541,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2040,2035-2044,energy_burden_secondary,1.0533617581506074,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2040,2035-2044,habitability,0.4538249759676788,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2040,2035-2044,operational_adequacy,-0.3247328281619517,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2041,2035-2044,energy_burden_secondary,1.5645656210494316,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2041,2035-2044,habitability,-0.06822631449984091,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2041,2035-2044,operational_adequacy,0.41553205600098986,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2042,2035-2044,energy_burden_secondary,0.254633241958995,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2042,2035-2044,habitability,-0.5686194336333164,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2042,2035-2044,operational_adequacy,-0.1562434597341437,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2043,2035-2044,energy_burden_secondary,-0.37853743405178025,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2043,2035-2044,habitability,-0.30066972546671944,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2043,2035-2044,operational_adequacy,0.46417755048378395,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2044,2035-2044,energy_burden_secondary,-0.04874269390430485,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2044,2035-2044,habitability,1.0004253180097242,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2044,2035-2044,operational_adequacy,-1.075313669175904,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045,2045-2054,energy_burden_secondary,2.12992803273082,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045,2045-2054,habitability,-0.07042199711650823,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2045,2045-2054,operational_adequacy,1.31508466173339,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2046,2045-2054,energy_burden_secondary,1.7481763108244597,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2046,2045-2054,habitability,-1.2055136208579453,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2046,2045-2054,operational_adequacy,1.039007756660124,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2047,2045-2054,energy_burden_secondary,1.4285087789859252,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2047,2045-2054,habitability,0.29686556255589003,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2047,2045-2054,operational_adequacy,0.9201696706356701,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2048,2045-2054,energy_burden_secondary,2.678558535032227,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2048,2045-2054,habitability,-0.2224645058250517,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2048,2045-2054,operational_adequacy,0.2800924534117728,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2049,2045-2054,energy_burden_secondary,0.03887967363821574,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2049,2045-2054,habitability,-0.6997144695543133,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2049,2045-2054,operational_adequacy,-0.39273843698525585,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2050,2045-2054,energy_burden_secondary,1.1916201672378022,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2050,2045-2054,habitability,0.8265249285629979,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2050,2045-2054,operational_adequacy,-0.3000072633845566,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2051,2045-2054,energy_burden_secondary,0.21500503553272812,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2051,2045-2054,habitability,-0.0077319504069224415,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2051,2045-2054,operational_adequacy,0.03279315058610421,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2052,2045-2054,energy_burden_secondary,1.3069822792787087,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2052,2045-2054,habitability,0.19344564281585147,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2052,2045-2054,operational_adequacy,0.7044633677619645,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2053,2045-2054,energy_burden_secondary,0.5034103156349943,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2053,2045-2054,habitability,0.28426557431443694,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2053,2045-2054,operational_adequacy,-0.02497431601770574,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2054,2045-2054,energy_burden_secondary,1.789125457464937,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2054,2045-2054,habitability,-0.49291061032248384,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2054,2045-2054,operational_adequacy,0.7604661763588522,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055,2055-2064,energy_burden_secondary,3.183157696860007,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055,2055-2064,habitability,-0.12143432690040261,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,2,annual_edh_c_h; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2055,2055-2064,operational_adequacy,0.5147077220709343,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2056,2055-2064,energy_burden_secondary,3.3200951657329894,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2056,2055-2064,habitability,-0.2523685834259205,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2056,2055-2064,operational_adequacy,0.38111959451713256,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2057,2055-2064,energy_burden_secondary,2.3126580956963743,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2057,2055-2064,habitability,1.150098172596099,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2057,2055-2064,operational_adequacy,-0.8158124978100338,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2058,2055-2064,energy_burden_secondary,3.9488627076964016,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2058,2055-2064,habitability,-0.39184276250009753,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2058,2055-2064,operational_adequacy,1.6826910912898965,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2059,2055-2064,energy_burden_secondary,4.5208298204488315,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2059,2055-2064,habitability,-0.7988788121134915,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2059,2055-2064,operational_adequacy,1.569485694428718,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2060,2055-2064,energy_burden_secondary,1.295974444160299,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2060,2055-2064,habitability,-0.029821578316029926,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2060,2055-2064,operational_adequacy,0.5942789462211676,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2061,2055-2064,energy_burden_secondary,1.8402018124143433,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2061,2055-2064,habitability,0.25695448718271224,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,3,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2061,2055-2064,operational_adequacy,-0.11420709157988256,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2062,2055-2064,energy_burden_secondary,3.7656923313261057,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2062,2055-2064,habitability,-0.7227966848386597,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2062,2055-2064,operational_adequacy,1.8957794096563259,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2063,2055-2064,energy_burden_secondary,2.8921105363293247,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2063,2055-2064,habitability,-0.6145854364760521,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,maximum_daily_edh_k_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2063,2055-2064,operational_adequacy,0.737902707980392,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,0,,
CORDEX_CMIP5_REMO2015_rcp85,office,Phoenix,BWh,2064,2055-2064,energy_burden_secondary,4.4244011848115825,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
