scenario,building,city,climate_type,year,decade,score_family,family_score,component_count,component_metrics,breached_component_count,breached_component_metrics,interpretation_note
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2044,2035-2044,habitability,-0.22120602883685703,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2044,2035-2044,operational_adequacy,0.07542713627898734,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045,2045-2054,energy_burden_secondary,1.8745274085870864,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045,2045-2054,habitability,0.5577389844274644,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2045,2045-2054,operational_adequacy,0.6015484189200113,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2046,2045-2054,energy_burden_secondary,1.7711959753978608,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2046,2045-2054,habitability,0.9056903163494641,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2046,2045-2054,operational_adequacy,0.21399385192044504,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2047,2045-2054,energy_burden_secondary,2.9930271658889254,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2047,2045-2054,habitability,0.511321155812657,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2047,2045-2054,operational_adequacy,0.8897987228141294,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2048,2045-2054,energy_burden_secondary,3.0514976354008736,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2048,2045-2054,habitability,0.3982568067774224,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2048,2045-2054,operational_adequacy,0.0011891785185975297,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2049,2045-2054,energy_burden_secondary,4.094389026954506,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2049,2045-2054,habitability,0.33840897791849966,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2049,2045-2054,operational_adequacy,0.47897323434009126,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2050,2045-2054,energy_burden_secondary,4.0515442863638444,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2050,2045-2054,habitability,0.27733809200329157,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2050,2045-2054,operational_adequacy,2.1822043009339676,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2051,2045-2054,energy_burden_secondary,3.990049482221975,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2051,2045-2054,habitability,-0.6230229863076617,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2051,2045-2054,operational_adequacy,0.8543302385525715,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2052,2045-2054,energy_burden_secondary,4.00013059765507,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2052,2045-2054,habitability,0.941574197087319,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2052,2045-2054,operational_adequacy,1.2769774756108234,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2053,2045-2054,energy_burden_secondary,5.92411147806116,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2053,2045-2054,habitability,-1.1826167387429405,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2053,2045-2054,operational_adequacy,0.853035788040016,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2054,2045-2054,energy_burden_secondary,3.118537053030951,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2054,2045-2054,habitability,-0.5444937744991627,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2054,2045-2054,operational_adequacy,1.4090577440231051,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055,2055-2064,energy_burden_secondary,3.2294293227949953,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055,2055-2064,habitability,0.5362195827224007,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2055,2055-2064,operational_adequacy,1.0766531182167742,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2056,2055-2064,energy_burden_secondary,3.8181664640877115,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2056,2055-2064,habitability,0.34510580755598425,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2056,2055-2064,operational_adequacy,0.527225639939535,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2057,2055-2064,energy_burden_secondary,3.7803622812136135,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2057,2055-2064,habitability,0.0334637962948859,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2057,2055-2064,operational_adequacy,1.11904260546996,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2058,2055-2064,energy_burden_secondary,2.624562396809321,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2058,2055-2064,habitability,0.29570742574954717,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2058,2055-2064,operational_adequacy,0.9155508221126484,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2059,2055-2064,energy_burden_secondary,7.611690201561191,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2059,2055-2064,habitability,0.5555194520570139,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2059,2055-2064,operational_adequacy,1.7438948415991147,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2060,2055-2064,energy_burden_secondary,5.3625933484378026,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2060,2055-2064,habitability,-0.4826410707919817,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2060,2055-2064,operational_adequacy,2.487444660986885,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2061,2055-2064,energy_burden_secondary,4.780912987948245,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2061,2055-2064,habitability,-0.015796108817947865,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2061,2055-2064,operational_adequacy,1.6686351966425714,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2062,2055-2064,energy_burden_secondary,5.019835423712581,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2062,2055-2064,habitability,-0.9711355374429604,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2062,2055-2064,operational_adequacy,0.953152570987483,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2063,2055-2064,energy_burden_secondary,5.251197022902104,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2063,2055-2064,habitability,-0.8040821924247284,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2063,2055-2064,operational_adequacy,1.8610740158998942,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2064,2055-2064,energy_burden_secondary,5.241619963240663,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2064,2055-2064,habitability,-0.12289321467402813,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2064,2055-2064,operational_adequacy,2.102849400399167,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065,2065-2074,energy_burden_secondary,7.767947490774157,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065,2065-2074,habitability,-1.4380353291276,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2065,2065-2074,operational_adequacy,1.2622239417598775,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2066,2065-2074,energy_burden_secondary,8.415659157350488,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2066,2065-2074,habitability,0.5953303388151702,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2066,2065-2074,operational_adequacy,1.6916671474559237,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2067,2065-2074,energy_burden_secondary,6.462443042188423,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2067,2065-2074,habitability,-0.30257274344968926,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2067,2065-2074,operational_adequacy,1.4098417350713284,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2068,2065-2074,energy_burden_secondary,7.111162820308053,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2068,2065-2074,habitability,-1.8513910764551027,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2068,2065-2074,operational_adequacy,2.646047678957029,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2069,2065-2074,energy_burden_secondary,7.151487282040428,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2069,2065-2074,habitability,0.36065500614990886,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2069,2065-2074,operational_adequacy,2.527070163644123,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2070,2065-2074,energy_burden_secondary,7.500293876025502,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2070,2065-2074,habitability,0.8142786253509036,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2070,2065-2074,operational_adequacy,1.5241082960546557,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2071,2065-2074,energy_burden_secondary,6.132286511754566,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2071,2065-2074,habitability,0.4475748635269911,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2071,2065-2074,operational_adequacy,1.722268030838335,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2072,2065-2074,energy_burden_secondary,10.067953976834682,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2072,2065-2074,habitability,0.7350420960037429,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2072,2065-2074,operational_adequacy,1.3392532176997094,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2073,2065-2074,energy_burden_secondary,6.883329611520112,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2073,2065-2074,habitability,0.2557278316688349,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2073,2065-2074,operational_adequacy,1.9362089892466539,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2074,2065-2074,energy_burden_secondary,8.507901363563297,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2074,2065-2074,habitability,-1.3536991826486928,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2074,2065-2074,operational_adequacy,1.057515932675152,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075,2075-2084,energy_burden_secondary,7.18727524182792,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075,2075-2084,habitability,0.4115997551886416,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2075,2075-2084,operational_adequacy,1.7643032712216142,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2076,2075-2084,energy_burden_secondary,8.861244459493259,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2076,2075-2084,habitability,0.8504278994701084,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2076,2075-2084,operational_adequacy,2.899831128423212,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2077,2075-2084,energy_burden_secondary,10.95055563300211,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2077,2075-2084,habitability,0.2792725657640979,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2077,2075-2084,operational_adequacy,1.8679848855217678,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2078,2075-2084,energy_burden_secondary,8.046690332499223,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2078,2075-2084,habitability,-0.5367171833863398,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2078,2075-2084,operational_adequacy,1.9195147625036169,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2079,2075-2084,energy_burden_secondary,10.112814940511953,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2079,2075-2084,habitability,-1.4140110749360622,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2079,2075-2084,operational_adequacy,1.983798747682483,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2080,2075-2084,energy_burden_secondary,9.590109105305999,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2080,2075-2084,habitability,-0.3742063066011707,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2080,2075-2084,operational_adequacy,2.5415978039746068,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2081,2075-2084,energy_burden_secondary,7.666632280671558,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2081,2075-2084,habitability,0.6247596926689105,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2081,2075-2084,operational_adequacy,1.8427939224371392,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2082,2075-2084,energy_burden_secondary,7.808776008278192,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2082,2075-2084,habitability,0.5792524248112727,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2082,2075-2084,operational_adequacy,2.5053208383201664,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2083,2075-2084,energy_burden_secondary,9.686887813463706,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2083,2075-2084,habitability,0.9957991670782189,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2083,2075-2084,operational_adequacy,2.807172083464779,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2084,2075-2084,energy_burden_secondary,9.727212275196084,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2084,2075-2084,habitability,-0.6907415341209013,4,annual_edh_c_h; daily_edh_exceedance_days; maximum_daily_edh_k_h; maximum_delta_t_k,1,annual_edh_c_h,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2084,2075-2084,operational_adequacy,2.7904523055690014,3,cooling_peak_demand_kw; cooling_setpoint_not_met_occupied_hours; heating_unmet_hours,1,cooling_setpoint_not_met_occupied_hours,
CORDEX_CMIP5_REMO2015_rcp85,office,Miami,Am,2085,2085-2094,energy_burden_secondary,13.181506478345936,1,annual_cooling_electricity_kwh,0,,"Secondary overlay, not main resilience family"
