city,metric,slope_per_year,normalized_slope,r2,p_value,mean,std,abs_norm_slope
Vancouver,facility_purchased_electricity_rate_mean_kw,-0.0377442,-0.000881959,0.47938,4.27356e-12,42.7959,1.1959,0.000881959
Vancouver,facility_total_electricity_demand_rate_mean_kw,-0.0377442,-0.000881959,0.47938,4.27356e-12,42.7959,1.1959,0.000881959
Toronto,rep_zone_sensible_cooling_rate_mean_kw,0.00575665,0.000857548,0.504516,6.68439e-13,6.71292,0.177794,0.000857548
Toronto,rep_zone_sensible_cooling_energy_total_kwh,50.4283,0.000857548,0.504516,6.68439e-13,58805.2,1557.48,0.000857548
Montreal,delta_t_max_k,0.000744735,0.000828235,0.133037,0.00119769,0.899184,0.044792,0.000828235
Montreal,electricity_facility_peak_kw,-0.207151,-0.000815388,0.109854,0.00344775,254.052,13.7109,0.000815388
Montreal,electricity_facility_peak_w,-207.151,-0.000815388,0.109854,0.00344775,254052,13710.9,0.000815388
Montreal,facility_total_electricity_demand_rate_max_kw,-0.207151,-0.000815388,0.109854,0.00344775,254.052,13.7109,0.000815388
Montreal,facility_purchased_electricity_rate_max_kw,-0.207151,-0.000815388,0.109854,0.00344775,254.052,13.7109,0.000815388
Montreal,facility_purchased_electricity_energy_peak_timestep_kwh,-0.0345252,-0.000815388,0.109854,0.00344775,42.3421,2.28514,0.000815388
Los_Angeles,outdoor_rh_pct_mean,0.0545206,0.000792258,0.082709,0.0117663,68.8168,4.15882,0.000792258
Los_Angeles,rep_zone_mean_radiant_temp_c_min,0.0187731,0.000787229,0.163447,0.000292342,23.8471,1.01867,0.000787229
Vancouver,fans_electricity_annual_gj,0.0291083,0.000738692,0.552897,1.42931e-14,39.4051,0.858776,0.000738692
Vancouver,fans_electricity_annual_kwh,8.08563,0.000738692,0.552897,1.42931e-14,10945.9,238.549,0.000738692
Los_Angeles,rep_zone_operative_temp_c_min,0.0173988,0.000737892,0.159625,0.000349644,23.579,0.955329,0.000737892
Los_Angeles,rep_zone_sensible_cooling_rate_max_kw,0.0196688,0.000699699,0.229117,1.22156e-05,28.1104,0.901437,0.000699699
Los_Angeles,rep_zone_sensible_cooling_energy_peak_timestep_kwh,0.00327814,0.000699699,0.229117,1.22156e-05,4.68507,0.15024,0.000699699
Los_Angeles,rep_zone_thermostat_air_temp_c_min,0.0156765,0.000672924,0.150295,0.000540043,23.2961,0.887077,0.000672924
Los_Angeles,rep_zone_mean_air_temp_c_min,0.0156765,0.000672924,0.150295,0.000540043,23.2961,0.887077,0.000672924
Montreal,outdoor_rh_pct_min,0.0222283,0.00065836,0.0177567,0.251152,33.7632,3.65941,0.00065836
Toronto,electricity_hvac_annual_gj,0.298197,0.000627797,0.0563887,0.0388766,474.99,27.5482,0.000627797
Toronto,electricity_hvac_annual_kwh,82.8326,0.000627797,0.0563887,0.0388766,131942,7652.28,0.000627797
Toronto,facility_hvac_electricity_demand_rate_mean_kw,0.00945637,0.000627643,0.0563956,0.0388643,15.0665,0.873548,0.000627643
Toronto,electricity_hvac_peak_kw,-0.134052,-0.000610199,0.0954729,0.00661072,219.686,9.51741,0.000610199
Toronto,electricity_hvac_peak_w,-134.052,-0.000610199,0.0954729,0.00661072,219686,9517.41,0.000610199
Toronto,facility_hvac_electricity_demand_rate_max_kw,-0.134052,-0.00061018,0.0954729,0.00661072,219.693,9.51741,0.00061018
Toronto,heating_electricity_peak_w,-128.515,-0.000602248,0.0948128,0.0068109,213392,9155.99,0.000602248
Toronto,heating_electricity_peak_kw,-0.128515,-0.000602248,0.0948128,0.0068109,213.392,9.15599,0.000602248
Vancouver,electricity_hvac_peak_w,-117.233,-0.000555374,0.139669,0.000882867,211088,6881.53,0.000555374
Vancouver,electricity_hvac_peak_kw,-0.117233,-0.000555374,0.139669,0.000882867,211.088,6.88153,0.000555374
Vancouver,facility_hvac_electricity_demand_rate_max_kw,-0.117233,-0.000555356,0.139669,0.000882868,211.095,6.88153,0.000555356
Toronto,delta_t_max_k,0.000495215,0.000551528,0.0612179,0.0311731,0.897897,0.0439077,0.000551528
Vancouver,heating_electricity_peak_w,-111.619,-0.00054446,0.140102,0.000865413,205008,6541.86,0.00054446
Vancouver,heating_electricity_peak_kw,-0.111619,-0.00054446,0.140102,0.000865413,205.008,6.54186,0.00054446
Toronto,facility_purchased_electricity_energy_peak_timestep_kwh,-0.022342,-0.000526081,0.0954729,0.00661072,42.4687,1.58623,0.000526081
Toronto,facility_purchased_electricity_rate_max_kw,-0.134052,-0.000526081,0.0954729,0.00661072,254.812,9.51741,0.000526081
Toronto,facility_total_electricity_demand_rate_max_kw,-0.134052,-0.000526081,0.0954729,0.00661072,254.812,9.51741,0.000526081
Toronto,electricity_facility_peak_w,-134.052,-0.000526081,0.0954729,0.00661072,254812,9517.41,0.000526081
Toronto,electricity_facility_peak_kw,-0.134052,-0.000526081,0.0954729,0.00661072,254.812,9.51741,0.000526081
Toronto,abups_time_not_comfortable_simple_ashrae55_hours,-1.39863,-0.000525006,0.0675423,0.0233768,2664.02,118.059,0.000525006
Vancouver,electricity_facility_peak_kw,-0.113093,-0.000459348,0.128044,0.0015056,246.204,6.93334,0.000459348
Vancouver,electricity_facility_peak_w,-113.093,-0.000459348,0.128044,0.0015056,246204,6933.34,0.000459348
Vancouver,facility_total_electricity_demand_rate_max_kw,-0.113093,-0.000459348,0.128044,0.00150561,246.204,6.93334,0.000459348
Vancouver,facility_purchased_electricity_rate_max_kw,-0.113093,-0.000459348,0.128044,0.00150561,246.204,6.93334,0.000459348
Vancouver,facility_purchased_electricity_energy_peak_timestep_kwh,-0.0188489,-0.000459348,0.128044,0.00150561,41.0341,1.15556,0.000459348
Miami,rep_zone_rh_pct_mean,0.0192357,0.000431581,0.463092,1.35809e-11,44.5704,0.620097,0.000431581
Vancouver,fans_electricity_peak_kw,-0.00254179,-0.000429332,0.0205712,0.216443,5.92034,0.388773,0.000429332
Vancouver,fans_electricity_peak_w,-2.54179,-0.000429332,0.0205712,0.216443,5920.34,388.773,0.000429332
Miami,rep_zone_humidity_ratio_max,4.04544e-06,0.000423235,0.127857,0.00151854,0.00955837,0.000248192,0.000423235
Montreal,rep_zone_sensible_cooling_rate_max_kw,0.0116229,0.000414318,0.124143,0.00179955,28.0531,0.723668,0.000414318
Montreal,rep_zone_sensible_cooling_energy_peak_timestep_kwh,0.00193715,0.000414318,0.124143,0.00179955,4.67551,0.120611,0.000414318
Miami,rep_zone_rh_pct_max,0.0203026,0.000394867,0.165954,0.000259874,51.4164,1.09331,0.000394867
Miami,rep_zone_humidity_ratio_mean,3.41451e-06,0.000392358,0.394058,1.28714e-09,0.00870252,0.000119326,0.000392358
Montreal,abups_time_not_comfortable_simple_ashrae55_hours,-1.10665,-0.000390185,0.0590641,0.034395,2836.22,99.8925,0.000390185
Toronto,outdoor_rh_pct_mean,0.026523,0.000379367,0.139083,0.000907041,69.9139,1.56017,0.000379367
Montreal,rep_zone_mean_radiant_temp_c_min,0.00647143,0.000377419,0.0248954,0.17343,17.1465,0.899758,0.000377419
Montreal,rep_zone_operative_temp_c_min,0.00610482,0.00035315,0.0243677,0.178116,17.2868,0.857929,0.00035315
Toronto,rep_zone_sensible_cooling_energy_peak_timestep_kwh,0.00163167,0.000348451,0.108633,0.00364404,4.68263,0.108601,0.000348451
Toronto,rep_zone_sensible_cooling_rate_max_kw,0.00979,0.000348451,0.108633,0.00364404,28.0958,0.651609,0.000348451
Toronto,rep_zone_mean_radiant_temp_c_min,0.00570415,0.000341144,0.051322,0.04908,16.7207,0.552363,0.000341144
Montreal,rep_zone_mean_air_temp_c_min,0.00582879,0.00033478,0.0251363,0.171337,17.4108,0.806516,0.00033478
Montreal,rep_zone_thermostat_air_temp_c_min,0.00582879,0.00033478,0.0251363,0.171337,17.4108,0.806516,0.00033478
Phoenix,outdoor_rh_pct_min,-0.00179084,-0.000327961,0.00199214,0.701833,5.46053,0.880203,0.000327961
Toronto,rep_zone_operative_temp_c_min,0.00543544,0.000322051,0.0510866,0.0496162,16.8776,0.527554,0.000322051
Vancouver,outdoor_rh_pct_min,-0.012823,-0.000321845,0.00453506,0.563258,39.8421,4.17717,0.000321845
Vancouver,rep_zone_mean_radiant_temp_c_min,0.00509285,0.000308742,0.109832,0.00345125,16.4955,0.337118,0.000308742
Miami,outdoor_rh_pct_min,0.01162,0.000308136,0.00901789,0.414506,37.7105,2.68434,0.000308136
Toronto,rep_zone_thermostat_air_temp_c_min,0.0051793,0.000304135,0.0514692,0.0487477,17.0296,0.500821,0.000304135
Toronto,rep_zone_mean_air_temp_c_min,0.0051793,0.000304135,0.0514692,0.0487477,17.0296,0.500821,0.000304135
Los_Angeles,rep_zone_rh_pct_max,0.0231695,0.0003036,0.0140032,0.308626,76.3158,4.29523,0.0003036
Vancouver,rep_zone_mean_radiant_temp_c_mean,0.00705982,0.000297031,0.737302,3.54753e-23,23.768,0.180367,0.000297031
Vancouver,rep_zone_operative_temp_c_min,0.00480054,0.000288018,0.10808,0.00373651,16.6675,0.320333,0.000288018
Los_Angeles,rep_zone_mean_radiant_temp_c_max,0.00724621,0.000267416,0.236634,8.37731e-06,27.0971,0.326782,0.000267416
Vancouver,rep_zone_operative_temp_c_max,0.00687908,0.000266511,0.448221,3.79014e-11,25.8116,0.225408,0.000266511
Vancouver,rep_zone_thermostat_air_temp_c_min,0.00447177,0.000265603,0.105678,0.00416635,16.8363,0.301768,0.000265603
Vancouver,rep_zone_mean_air_temp_c_min,0.00447177,0.000265603,0.105678,0.00416635,16.8363,0.301768,0.000265603
Vancouver,rep_zone_mean_air_temp_c_max,0.00676028,0.000259073,0.442616,5.54153e-11,26.0941,0.222913,0.000259073
Vancouver,rep_zone_thermostat_air_temp_c_max,0.00676028,0.000259073,0.442616,5.54153e-11,26.0941,0.222913,0.000259073
Vancouver,rep_zone_operative_temp_c_mean,0.00607387,0.000255126,0.733363,6.16912e-23,23.8073,0.155593,0.000255126
Los_Angeles,electricity_hvac_peak_w,-22.6479,-0.000228347,0.00123418,0.7632,99181.9,14142.4,0.000228347
Los_Angeles,electricity_hvac_peak_kw,-0.0226479,-0.000228347,0.00123418,0.7632,99.1819,14.1424,0.000228347
Los_Angeles,facility_hvac_electricity_demand_rate_max_kw,-0.0226479,-0.000228331,0.00123418,0.7632,99.1887,14.1424,0.000228331
Vancouver,rep_zone_mean_radiant_temp_c_max,0.00582223,0.000227809,0.415641,3.28045e-10,25.5575,0.198114,0.000227809
Toronto,electricity_facility_annual_kwh,87.6434,0.000213768,0.0633003,0.0283502,409993,7641.91,0.000213768
Toronto,electricity_facility_annual_gj,0.315516,0.000213768,0.0633003,0.0283502,1475.98,27.5109,0.000213768
Toronto,facility_purchased_electricity_energy_total_kwh,87.6406,0.000213761,0.0632955,0.0283565,409993,7641.95,0.000213761
Toronto,facility_total_electricity_demand_rate_mean_kw,0.0100046,0.000213761,0.0632955,0.0283565,46.8029,0.872369,0.000213761
Toronto,facility_purchased_electricity_rate_mean_kw,0.0100046,0.000213761,0.0632955,0.0283565,46.8029,0.872369,0.000213761
Vancouver,rep_zone_thermostat_air_temp_c_mean,0.00508791,0.000213359,0.727086,1.46516e-22,23.8467,0.130898,0.000213359
Vancouver,rep_zone_mean_air_temp_c_mean,0.00508791,0.000213359,0.727086,1.46516e-22,23.8467,0.130898,0.000213359
Montreal,rep_zone_mean_radiant_temp_c_mean,0.00448327,0.000183469,0.709916,1.41692e-21,24.4361,0.116729,0.000183469
Phoenix,rep_zone_mean_radiant_temp_c_mean,0.00439455,0.000173826,0.715259,7.09671e-22,25.2813,0.11399,0.000173826
Phoenix,rep_zone_humidity_ratio_max,2.35675e-06,0.00017366,0.000782026,0.810487,0.0135711,0.0018488,0.00017366
Los_Angeles,rep_zone_operative_temp_c_max,0.00456436,0.000168895,0.220164,1.90666e-05,27.0248,0.213399,0.000168895
Montreal,rep_zone_operative_temp_c_mean,0.00392448,0.000161351,0.710805,1.26401e-21,24.3226,0.102116,0.000161351
Phoenix,delta_t_max_k,-0.000151572,-0.000155151,0.0244462,0.17741,0.976933,0.0212666,0.000155151
Toronto,rep_zone_mean_radiant_temp_c_mean,0.00342047,0.000139414,0.594022,3.88786e-16,24.5347,0.0973577,0.000139414
Miami,rep_zone_mean_radiant_temp_c_min,0.00345601,0.000139213,0.171482,0.000200293,24.8253,0.183085,0.000139213
Montreal,rep_zone_thermostat_air_temp_c_mean,0.0033657,0.000139026,0.707922,1.82818e-21,24.2092,0.0877542,0.000139026
Montreal,rep_zone_mean_air_temp_c_mean,0.0033657,0.000139026,0.707922,1.82818e-21,24.2092,0.0877542,0.000139026
Miami,rep_zone_operative_temp_c_min,0.00307126,0.00012635,0.168197,0.000233846,24.3076,0.164283,0.00012635
Los_Angeles,rep_zone_mean_radiant_temp_c_mean,0.00321235,0.000126137,0.635789,6.77743e-18,25.4671,0.0883795,0.000126137
Phoenix,rep_zone_operative_temp_c_mean,0.00314388,0.000125677,0.654438,9.55861e-19,25.0156,0.0852544,0.000125677
Toronto,rep_zone_operative_temp_c_mean,0.00293969,0.000120439,0.59645,3.10793e-16,24.4082,0.0835027,0.000120439
Vancouver,outdoor_rh_pct_mean,0.00950574,0.000119839,0.0171877,0.258957,79.3207,1.5906,0.000119839
Miami,rep_zone_thermostat_air_temp_c_min,0.00254569,0.000107101,0.155073,0.000432435,23.7691,0.141815,0.000107101
Miami,rep_zone_mean_air_temp_c_min,0.00254569,0.000107101,0.155073,0.000432435,23.7691,0.141815,0.000107101
Montreal,interior_lights_electricity_annual_gj,0.0250312,0.000101909,0.13919,0.00090256,245.624,1.47185,0.000101909
Montreal,interior_lights_electricity_annual_kwh,6.9531,0.000101909,0.13919,0.00090256,68228.8,408.846,0.000101909
Toronto,rep_zone_mean_air_temp_c_mean,0.00245892,0.000101266,0.594436,3.74256e-16,24.2817,0.0699643,0.000101266
Toronto,rep_zone_thermostat_air_temp_c_mean,0.00245892,0.000101266,0.594436,3.74256e-16,24.2817,0.0699643,0.000101266
Los_Angeles,rep_zone_operative_temp_c_mean,0.00252311,0.00010015,0.644007,2.89485e-18,25.1932,0.0689724,0.00010015
Los_Angeles,rep_zone_mean_air_temp_c_max,0.00258728,9.50089e-05,0.208778,3.33843e-05,27.232,0.124219,9.50089e-05
Los_Angeles,rep_zone_thermostat_air_temp_c_max,0.00258728,9.50089e-05,0.208778,3.33843e-05,27.232,0.124219,9.50089e-05
Los_Angeles,interior_lights_electricity_annual_gj,0.021163,8.79872e-05,0.101794,0.00496725,240.523,1.45513,8.79872e-05
Los_Angeles,interior_lights_electricity_annual_kwh,5.8786,8.79872e-05,0.101794,0.00496725,66812,404.201,8.79872e-05
Montreal,electricity_hvac_annual_kwh,-11.8035,-8.3898e-05,0.000991187,0.787174,140689,8224.66,8.3898e-05
Montreal,electricity_hvac_annual_gj,-0.0424925,-8.3898e-05,0.000991187,0.787174,506.479,29.6088,8.3898e-05
Montreal,facility_hvac_electricity_demand_rate_mean_kw,-0.00134664,-8.38247e-05,0.000990008,0.787298,16.065,0.938898,8.38247e-05
Phoenix,rep_zone_thermostat_air_temp_c_mean,0.00189321,7.64935e-05,0.505603,6.15632e-13,24.7499,0.0584088,7.64935e-05
Phoenix,rep_zone_mean_air_temp_c_mean,0.00189321,7.64935e-05,0.505603,6.15632e-13,24.7499,0.0584088,7.64935e-05
Los_Angeles,facility_purchased_electricity_energy_peak_timestep_kwh,-0.00204814,-7.53349e-05,0.00108117,0.777961,27.1871,1.36646,7.53349e-05
Los_Angeles,facility_purchased_electricity_rate_max_kw,-0.0122888,-7.53349e-05,0.00108117,0.777961,163.123,8.19878,7.53349e-05
Los_Angeles,facility_total_electricity_demand_rate_max_kw,-0.0122888,-7.53349e-05,0.00108117,0.777961,163.123,8.19878,7.53349e-05
Los_Angeles,electricity_facility_peak_w,-12.2888,-7.53348e-05,0.00108117,0.777962,163123,8198.78,7.53348e-05
Los_Angeles,electricity_facility_peak_kw,-0.0122888,-7.53348e-05,0.00108117,0.777962,163.123,8.19878,7.53348e-05
Los_Angeles,rep_zone_thermostat_air_temp_c_mean,0.00183387,7.35924e-05,0.647687,1.96558e-18,24.9192,0.0499885,7.35924e-05
Los_Angeles,rep_zone_mean_air_temp_c_mean,0.00183387,7.35924e-05,0.647687,1.96558e-18,24.9192,0.0499885,7.35924e-05
Toronto,interior_lights_electricity_annual_gj,0.01731,7.0926e-05,0.0817688,0.0122768,244.058,1.32797,7.0926e-05
Toronto,interior_lights_electricity_annual_kwh,4.80835,7.0926e-05,0.0817688,0.0122768,67793.8,368.882,7.0926e-05
Phoenix,rep_zone_sensible_cooling_energy_peak_timestep_kwh,0.000320346,6.5515e-05,0.00850693,0.428108,4.88966,0.0761936,6.5515e-05
Phoenix,rep_zone_sensible_cooling_rate_max_kw,0.00192208,6.5515e-05,0.00850693,0.428108,29.338,0.457161,6.5515e-05
Miami,outdoor_rh_pct_mean,0.00471617,6.45603e-05,0.0105386,0.377533,73.0505,1.00782,6.45603e-05
Montreal,rep_zone_mean_radiant_temp_c_max,0.00157169,5.89579e-05,0.179835,0.000134812,26.6578,0.0813045,5.89579e-05
Toronto,rep_zone_mean_radiant_temp_c_max,0.00152192,5.71114e-05,0.169472,0.000220215,26.6482,0.0811012,5.71114e-05
Miami,delta_t_max_k,-4.56842e-05,-5.24113e-05,0.000137906,0.919802,0.871647,0.0853413,5.24113e-05
Miami,rep_zone_mean_radiant_temp_c_mean,0.00116719,4.52835e-05,0.617595,4.17258e-17,25.7753,0.0325819,4.52835e-05
Miami,rep_zone_sensible_cooling_energy_peak_timestep_kwh,-0.0001395,-3.05666e-05,0.00141349,0.747119,4.56381,0.0813981,3.05666e-05
Miami,rep_zone_sensible_cooling_rate_max_kw,-0.000837002,-3.05666e-05,0.00141349,0.747119,27.3829,0.488389,3.05666e-05
Miami,rep_zone_mean_air_temp_c_mean,-0.000708473,-2.84046e-05,0.634914,7.4111e-18,24.9422,0.0195052,2.84046e-05
Miami,rep_zone_thermostat_air_temp_c_mean,-0.000708473,-2.84046e-05,0.634914,7.4111e-18,24.9422,0.0195052,2.84046e-05
Montreal,rep_zone_operative_temp_c_max,0.000744797,2.76885e-05,0.133052,0.00119686,26.8992,0.0447932,2.76885e-05
Toronto,fans_electricity_peak_kw,0.000863057,2.74179e-05,0.00250043,0.667944,31.4778,0.378632,2.74179e-05
Toronto,fans_electricity_peak_w,0.863057,2.74179e-05,0.00250043,0.667944,31477.8,378.632,2.74179e-05
Montreal,rep_zone_mean_air_temp_c_max,0.000696586,2.56221e-05,0.144217,0.000715684,27.1869,0.0402394,2.56221e-05
Montreal,rep_zone_thermostat_air_temp_c_max,0.000696586,2.56221e-05,0.144217,0.000715684,27.1869,0.0402394,2.56221e-05
Montreal,facility_building_electricity_demand_rate_mean_kw,0.000793789,2.49725e-05,0.139338,0.000896447,31.7865,0.0466505,2.49725e-05
Los_Angeles,facility_building_electricity_demand_rate_mean_kw,0.000670853,2.12357e-05,0.101721,0.0049836,31.5908,0.0461431,2.12357e-05
Toronto,rep_zone_operative_temp_c_max,0.000495127,1.84076e-05,0.0611995,0.0311993,26.8979,0.0439064,1.84076e-05
Los_Angeles,electricity_facility_min_w,0.220206,1.78454e-05,0.0419086,0.0760744,12339.6,23.5974,1.78454e-05
Los_Angeles,electricity_facility_min_kw,0.000220206,1.78454e-05,0.0419086,0.0760744,12.3396,0.0235974,1.78454e-05
Los_Angeles,facility_purchased_electricity_rate_min_kw,0.0002202,1.78449e-05,0.0419082,0.0760758,12.3396,0.0235968,1.78449e-05
Los_Angeles,facility_total_electricity_demand_rate_min_kw,0.0002202,1.78449e-05,0.0419082,0.0760758,12.3396,0.0235968,1.78449e-05
Toronto,facility_building_electricity_demand_rate_mean_kw,0.000548267,1.72757e-05,0.0816084,0.0123661,31.7364,0.0421027,1.72757e-05
Toronto,rep_zone_mean_air_temp_c_max,0.000424953,1.56321e-05,0.0591029,0.0343341,27.1846,0.0383462,1.56321e-05
Toronto,rep_zone_thermostat_air_temp_c_max,0.000424953,1.56321e-05,0.0591029,0.0343341,27.1846,0.0383462,1.56321e-05
Los_Angeles,interior_lights_electricity_min_w,0.0125002,1.37861e-05,0.0263223,0.16144,906.726,1.69021,1.37861e-05
Los_Angeles,interior_lights_electricity_min_kw,1.25002e-05,1.37861e-05,0.0263223,0.16144,0.906726,0.00169021,1.37861e-05
Montreal,facility_total_electricity_demand_rate_mean_kw,-0.000552854,-1.15536e-05,0.000167583,0.911625,47.8515,0.936874,1.15536e-05
Montreal,facility_purchased_electricity_rate_mean_kw,-0.000552854,-1.15536e-05,0.000167583,0.911625,47.8515,0.936874,1.15536e-05
Montreal,facility_purchased_electricity_energy_total_kwh,-4.843,-1.15536e-05,0.000167583,0.911625,419179,8207.02,1.15536e-05
Montreal,electricity_facility_annual_kwh,-4.84032,-1.15472e-05,0.000167397,0.911674,419179,8207.03,1.15472e-05
Montreal,electricity_facility_annual_gj,-0.0174252,-1.15472e-05,0.000167397,0.911674,1509.04,29.5453,1.15472e-05
Vancouver,electricity_hvac_min_kw,-1.71265e-06,-1.01639e-05,0.081045,0.012685,0.168503,0.000131974,1.01639e-05
Vancouver,electricity_hvac_min_w,-0.00171265,-1.01639e-05,0.081045,0.012685,168.503,0.131974,1.01639e-05
Vancouver,facility_hvac_electricity_demand_rate_min_kw,-1.69968e-06,-1.00869e-05,0.081045,0.012685,0.168503,0.000130975,1.00869e-05
Miami,rep_zone_operative_temp_c_mean,0.000229361,9.04465e-06,0.10734,0.00386407,25.3587,0.0153576,9.04465e-06
Miami,facility_building_electricity_demand_rate_mean_kw,-0.000198484,-6.28789e-06,0.00928903,0.407544,31.566,0.0451778,6.28789e-06
Phoenix,rep_zone_operative_temp_c_max,-0.000151661,-5.62188e-06,0.0244735,0.177165,26.9769,0.0212672,5.62188e-06
Phoenix,rep_zone_mean_air_temp_c_max,-9.86113e-05,-3.62001e-06,0.0193973,0.230179,27.2406,0.0155325,3.62001e-06
Phoenix,rep_zone_thermostat_air_temp_c_max,-9.86113e-05,-3.62001e-06,0.0193973,0.230179,27.2406,0.0155325,3.62001e-06
Montreal,outdoor_rh_pct_mean,-0.000241121,-3.4673e-06,1.62965e-05,0.972391,69.5414,1.31031,3.4673e-06
Montreal,electricity_hvac_min_kw,-4.55913e-07,-2.70473e-06,0.0498725,0.0524804,0.168561,4.47854e-05,2.70473e-06
Montreal,electricity_hvac_min_w,-0.000455913,-2.70473e-06,0.0498725,0.0524804,168.561,0.0447854,2.70473e-06
Miami,electricity_hvac_min_kw,4.51494e-07,2.68174e-06,0.0245377,0.179563,0.168358,6.23974e-05,2.68174e-06
Miami,electricity_hvac_min_w,0.000451494,2.68174e-06,0.0245377,0.179563,168.358,0.0623974,2.68174e-06
Miami,facility_hvac_electricity_demand_rate_min_kw,4.45149e-07,2.64405e-06,0.0256475,0.16699,0.168359,6.09773e-05,2.64405e-06
Montreal,facility_hvac_electricity_demand_rate_min_kw,-4.43731e-07,-2.6325e-06,0.0485976,0.0556726,0.168559,4.41568e-05,2.6325e-06
Miami,interior_lights_electricity_annual_kwh,-0.14612,-2.19812e-06,7.87532e-05,0.939766,66474.8,356.457,2.19812e-06
Miami,interior_lights_electricity_annual_gj,-0.000526031,-2.19812e-06,7.87532e-05,0.939766,239.309,1.28325,2.19812e-06
Miami,rep_zone_thermostat_air_temp_c_max,-5.94588e-05,-2.18956e-06,0.000264448,0.889112,27.1556,0.0802104,2.18956e-06
Miami,rep_zone_mean_air_temp_c_max,-5.94588e-05,-2.18956e-06,0.000264448,0.889112,27.1556,0.0802104,2.18956e-06
Phoenix,rep_zone_mean_radiant_temp_c_max,-5.81677e-05,-2.17214e-06,0.0012443,0.76226,26.779,0.0361747,2.17214e-06
Los_Angeles,electricity_hvac_min_kw,-3.45865e-07,-2.05449e-06,0.042471,0.0740899,0.168346,3.68167e-05,2.05449e-06
Los_Angeles,electricity_hvac_min_w,-0.000345865,-2.05449e-06,0.042471,0.0740899,168.346,0.0368167,2.05449e-06
Los_Angeles,facility_hvac_electricity_demand_rate_min_kw,-3.4475e-07,-2.04785e-06,0.0424514,0.0741582,0.168347,3.67065e-05,2.04785e-06
Miami,rep_zone_operative_temp_c_max,-4.5569e-05,-1.6958e-06,0.000137208,0.920005,26.8716,0.0853424,1.6958e-06
Toronto,electricity_hvac_min_kw,-1.88653e-07,-1.11918e-06,0.012636,0.333646,0.168564,3.68167e-05,1.11918e-06
Toronto,electricity_hvac_min_w,-0.000188653,-1.11918e-06,0.012636,0.333646,168.564,0.0368167,1.11918e-06
Toronto,facility_hvac_electricity_demand_rate_min_kw,-1.85479e-07,-1.10036e-06,0.012636,0.333646,0.168561,3.61971e-05,1.10036e-06
Los_Angeles,facility_building_electricity_demand_rate_min_kw,1.25105e-05,1.02983e-06,0.0263851,0.160935,12.1481,0.00168958,1.02983e-06
Miami,rep_zone_mean_radiant_temp_c_max,-2.44014e-05,-9.17392e-07,3.51472e-05,0.959463,26.5986,0.0902929,9.17392e-07
Miami,electricity_facility_min_kw,4.46743e-06,3.62749e-07,0.0184105,0.24576,12.3155,0.000712782,3.62749e-07
Miami,electricity_facility_min_w,0.00446743,3.62749e-07,0.0184105,0.24576,12315.5,0.712782,3.62749e-07
Phoenix,electricity_hvac_min_kw,2.58373e-08,1.5348e-07,0.000339394,0.874491,0.168344,3.07667e-05,1.5348e-07
Phoenix,electricity_hvac_min_w,2.58373e-05,1.5348e-07,0.000339394,0.874491,168.344,0.0307667,1.5348e-07
Phoenix,facility_hvac_electricity_demand_rate_min_kw,2.56417e-08,1.52317e-07,0.000339394,0.874491,0.168345,3.05338e-05,1.52317e-07
Miami,facility_purchased_electricity_rate_min_kw,1.26863e-07,1.0301e-08,1.07581e-05,0.977566,12.3155,0.000848498,1.0301e-08
Miami,facility_total_electricity_demand_rate_min_kw,1.26863e-07,1.0301e-08,1.07581e-05,0.977566,12.3155,0.000848498,1.0301e-08
Montreal,facility_total_electricity_demand_rate_min_kw,1.08354e-07,8.79833e-09,0.0106358,0.375331,12.3153,2.30487e-05,8.79833e-09
Montreal,facility_purchased_electricity_rate_min_kw,1.08354e-07,8.79833e-09,0.0106358,0.375331,12.3153,2.30487e-05,8.79833e-09
Montreal,electricity_facility_min_kw,9.24129e-08,7.5039e-09,0.0106358,0.375331,12.3153,1.96577e-05,7.5039e-09
Montreal,electricity_facility_min_w,9.24129e-05,7.5039e-09,0.0106358,0.375331,12315.3,0.0196577,7.5039e-09
Toronto,facility_purchased_electricity_rate_min_kw,1.7311e-08,1.40565e-09,0.00504935,0.541874,12.3153,5.34429e-06,1.40565e-09
Toronto,facility_total_electricity_demand_rate_min_kw,1.7311e-08,1.40565e-09,0.00504935,0.541874,12.3153,5.34429e-06,1.40565e-09
Toronto,electricity_facility_min_kw,1.47642e-08,1.19885e-09,0.00504935,0.541874,12.3153,4.55803e-06,1.19885e-09
Toronto,electricity_facility_min_w,1.47642e-05,1.19885e-09,0.00504935,0.541874,12315.3,0.00455803,1.19885e-09
Montreal,facility_building_electricity_demand_rate_max_kw,-2.77418e-16,-3.81265e-18,0.112406,0.00307063,72.7624,1.8152e-14,3.81265e-18
Phoenix,facility_purchased_electricity_rate_min_kw,2.57894e-17,2.06604e-18,0.0275326,0.151996,12.4825,3.40959e-15,2.06604e-18
Phoenix,facility_total_electricity_demand_rate_min_kw,2.57894e-17,2.06604e-18,0.0275326,0.151996,12.4825,3.40959e-15,2.06604e-18
Miami,facility_building_electricity_demand_rate_min_kw,-2.13697e-17,-1.7593e-18,0.00797174,0.443082,12.1467,5.25058e-15,1.7593e-18
Toronto,facility_building_electricity_demand_rate_max_kw,-1.07237e-16,-1.4738e-18,0.0650854,0.0261381,72.7624,9.22122e-15,1.4738e-18
